,message,created_time,label
71,"The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.  https://www.gov.uk/government/statistics/benefit-sanctions-statistics-to-april-2022-experimental/benefit-sanctions-statistics-to-april-2022-experimental  Visit Scotland Scottish for the image showing the projected figures.",2022-12-08T05:32:18+0000,*
124,"When you deliver on your promises, perhaps the electorate will trust you again.🤔",2023-01-04T19:16:12+0000,*
126,Yeah Whatever all I’ve seen the tories do over the last couple of years is help the rich get richer and the poor get poorer which I find very hard to swallow due to the fact I’ve voted Tory for the last 30 years 😡,2023-01-04T16:39:13+0000,*
68,"I have a maths question for our unelected PM…  If you promise five thousand new/ extra nurses, and four thousand resign, because of the ideology of this right wing government, and poor conditions, lack of pay and funding… HOW meany do you really need 🤦‍♂️",2023-01-13T12:59:30+0000,*
173,Good luck to England today! Come on USA! 🤣,2022-11-21T12:22:14+0000,*
242,"There you go again, putting foreigners first 😉😉",2022-12-02T19:06:48+0000,*
177,"Is that in spite of Tory claims that we are doing better than all the rest. Liars and fascists. .. see the Express and Mail headlines! Apparently there are more trade deals still to be done with Mongolia, Burkina Faso and Cape Verde Islands 🤪",2022-11-21T10:59:28+0000,*
187,'Good luck England ' Not.the best choice of words from the Tories😂,2022-12-11T14:58:01+0000,*
243,"Great man and leader he would be sorry to see the people in politics now and what a sad show they have become and the people that have brought his party and country to its knees,the greatest prime minister this country will ever know ✌️",2022-11-30T19:13:37+0000,*
28,From my own experience the NHS was much better under a Labour government 👍🏼🙏🏼,2022-12-15T09:32:16+0000,*
188,Vive la France 🇫🇷🇫🇷🇫🇷😁😁🎉🥇👏👏👏👍🎉🎉!!! I feel a great collective wave of relief from everywhere (except England obviously 😁)!! So good to see the back of England and out of another big tournament again 👋👋 BON VOYAGE 😁! I don’t actually care who wins it but thankfully it won’t be you 😂.,2022-12-10T21:12:39+0000,*
186,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-29T23:16:46+0000,*
83,Wow switched the comments from most relevant which had 4 comments to all are the Conservatives trying to hide the comments section now 😂😂,2023-01-11T17:23:33+0000,*
208,Straight into the PFI holders hands - thank you 👍,2022-12-06T15:12:49+0000,*
133,What’s this ‘if the pledge is broken’ 🤔😆,2023-01-05T21:43:14+0000,*
81,"Jeremy corbyn is  the real Labour, to me u are just a tory in disguise 👍",2022-12-04T11:23:13+0000,*
321,"Bout time we looked after our own people first,Britain just seems to be a massive  charity 🤬🤬🤬,we've got people reallying on food banks,but no let's help others",2022-11-19T18:08:25+0000,*
101,Congratulations x👏👏,2022-12-02T10:08:37+0000,*
15,It's all just words. There are have been so many years of a lack of investment and neglect. We are in catch up mode. Ask anyone in the profession they will give you and accurate representation of the current situation. I think you will find there is a lot of concern about what the future holds. Check out Question Time Last week..embarrassing 😡,2023-01-23T19:29:26+0000,*
178,"Pardon me for asking but WHY are mothers sending their own children to school without as much as a slice of toast and peanut butter in their stomachs and expecting the British Education System to become a catering organisation? I have never understood how this all got started to the extent that a Government is responsible for feeding other people's children. I know people are broke, I understand that, I grew up with a single mum who fed us basic food before and after school and made us a sandwich for our lunch. Now, mothers are sending their kids out of their home for food on a permanent basis. I have had dealings with young children at my work and many of them openly said that they only ever eat at school or, on the weekend, at McDonalds. And don't start saying that ""food is expensive"" because I shop carefully and see a loaf of bread reduced to 32 pence, a tub of spread at the regular price of under a pound and peanut butter at the regular price of 85 pence. Two chicken legs at Marks and Spencer, full price, at £1.35 yesterday at the Kensington High Street M&S branch. It seems that mothers have simply given up even trying. My mum sat us three kids down, told us we were in money trouble and that we would just have to do our best. I learned that as 9 year old and I still shop that way. There is more to being a 'mother' than giving birth, there is 'parenting' after and for years. ""A child is not just for benefits."" 🫣",2023-01-04T13:12:25+0000,*
182,🙏🙏🙏🙏🙏,2022-11-20T15:21:49+0000,*
182,You can't even shape great Britain let alone the world 🤬,2022-12-12T16:36:24+0000,*
37,"Instead of the UK government to review salaries of nurses, carers, teachers they resort to importing these skills from abroad! They recruit from abroad because in the short term of 5years, the imported skills would be satisfied with low wages until they become citizens and then suddenly want more money...I am honestly counting down to the next election to see conservatives gotten rid of! Useless bunch of individuals..they are ok to inflate council taxes but not salaries 😳😳! They expect nurses,  carers and teachers to survive this inflation with their original wages when 100pound shopping is nothing anymore 🤔...Labour u don't need to import more nurses, pay them better and abolish agencies that reap the people off! Perhaps better overtime for them and u would not need them working for agencies! Do your research well by making nursing an attractive career with better salary and free education then importation of skill would be less",2022-12-13T14:46:37+0000,*
152,REJOIN 🇬🇧🇪🇺🌟,2023-01-03T22:53:45+0000,*
9,"Statement from Richard Foord  Lib Dem MP of Tiverton and Honiton. 🟡🔶 after nearly 18 months of campaigning at every level across our party, we Lib Dems have finally worn down the Government on sewage.  🟡 I have just tabled an amendment to the UK Infrastructure Bank Bill, which has just been passed in the House of Commons, with the Government standing down their opposition to our campaign.  🟡 The amendment ensures that the Government’s new Infrastructure Bank will not invest in water companies unless they produce a costed and time-limited plan to end sewage discharges into local rivers.  🟡 The prospect of taxpayers' funds going to water companies who are paying their executives millions of pounds in bonuses, while permitting prolific sewage discharges is scandalous.",2023-02-01T19:55:08+0000,*
133,"STRIKERS and Strikes are  just  the  anti-societal response to unfairness , but  isn't this '  time  of  strikes unfair to our country/our Govt. /our working population/our recovery from Covid/our recovery from Govt. changes ' ..........so the people who  are  affected are  the  same  people who  are  moaning /then striking at the same time . The State of our U.K. will be  even  worse if  the  Strikes/Striking/Strikers are continously stopping work , stopping our normal life , causing difficulties for everyone , breaking the Peace, Love and Posterity Logo that pervades our Christmas Time Period when we should enjoy sharing Advent together ?😟😅🤩😊",2022-11-27T17:22:26+0000,*
22,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-27T17:37:42+0000,*
90,We have a magic hospital tree bed too!😂,2023-01-09T18:05:52+0000,*
187,"This is why I wouldn’t recommend anyone to come to live in uk under the current government. No amount of studies, surveys will ever change things that the people at the top Just Don’t Care!! We need a couple of million to march on Downing Street and demand what is rightfully ours. These aren’t creature comforts I speak of but inalienable rights that are not a privilege but rights for all. Thomas Paine would be turning in his grave 🙄",2022-11-19T16:55:56+0000,*
112,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:16+0000,*
